,nfeatures,nmatches,ngoodmatches,reproj_error,ex_time
0,243,243,8,0.8660039901733398,0.03735089302062988
0,230,230,12,1.068807601928711,0.036435842514038086
0,247,247,8,1.5845743815104167,0.033850908279418945
0,250,250,8,2.145533243815104,0.034448862075805664
0,263,263,32,0.0,0.05142593383789063
0,244,244,36,0.0,0.07625889778137207
0,247,247,26,3.0831339909480167,0.06464600563049316
0,241,241,30,1.4711045890018857,0.08353996276855469
0,230,230,24,0.0,0.06964588165283203
0,263,263,18,0.0,0.0535268783569336
0,232,232,35,0.0,0.400554895401001
0,225,225,45,0.0,0.1707780361175537
0,245,245,41,5.545982947716346e-05,0.13008809089660645
0,240,240,40,4.789564344618056e-05,1.3980321884155271
0,247,247,33,4.153781467013889e-05,0.12355494499206544
0,225,225,26,0.0,0.10469698905944824
0,236,236,28,0.0,0.4578230381011963
0,247,247,34,0.0,0.33005499839782715
0,248,248,36,0.0,0.06299209594726562
0,248,248,24,0.0,0.16525006294250488
0,246,246,27,0.0,0.06278085708618164
0,257,257,22,1.3674791124131944,0.06392312049865723
0,254,254,27,1.3674791124131944,0.03450798988342285
0,244,244,41,1.3061294555664062,0.06644606590270996
0,249,249,50,1.3061294555664062,0.046212196350097656
0,267,267,48,0.0,0.08071708679199219
0,253,253,49,0.0,0.024072885513305664
0,266,266,50,1.1994972229003906,0.11783409118652345
0,272,272,50,1.2697629928588867,0.10928606986999513
0,277,277,50,1.1980138506208151,0.0625309944152832
0,272,272,50,1.1980138506208151,0.04686903953552246
0,280,280,49,1.1980138506208151,0.021579980850219727
0,285,285,50,1.1062115084740425,0.07517290115356445
0,276,276,50,1.2037283407675254,0.08339118957519531
0,307,307,49,2.1680101667131697,0.0855109691619873
0,303,303,49,2.1680101667131697,0.02628493309020996
0,312,312,50,1.1531473795572915,0.08075404167175293
0,293,293,8,16.53514289855957,0.06421208381652832
0,344,344,39,0.0,0.049642086029052734
0,360,360,48,1.623275432180851e-07,0.08452296257019043
0,371,371,49,3.2074597417091835e-05,0.17218303680419922
0,351,351,8,4.7597490946451835,0.05444097518920898
0,464,464,44,0.1080219357512718,0.05878591537475586
0,466,466,47,0.028181656547214683,1.6658611297607422
0,474,474,8,4.150200980050223,0.07274413108825684
0,565,565,21,0.0,0.05627608299255371
0,565,565,24,0.0,0.04238104820251465
0,559,559,8,5.352383931477863,0.04283809661865234
0,590,590,31,0.0,0.04494500160217285
0,576,576,26,0.0001437847430889423,0.1214759349822998
0,595,595,10,0.0,0.0996689796447754
0,606,606,28,1.0899135044642857e-06,0.07100605964660645
0,578,578,9,0.0,0.09172201156616212
0,610,610,29,1.0899135044642856e-05,0.1025559902191162
0,601,601,30,2.5431315104166666e-07,0.07100892066955566
0,619,619,27,0.001507098858173077,1.6199889183044434
0,579,579,36,0.0,0.582362174987793
0,571,571,34,0.0,0.06095385551452636
0,577,577,34,0.0,0.10276484489440918
0,557,557,25,0.0,0.0916440486907959
0,576,576,32,0.798086404800415,0.06214189529418945
0,561,561,32,0.7874269485473633,0.08038806915283203
0,553,553,31,1.1575633081896553e-05,0.10707902908325197
0,543,543,37,0.0013314383370535716,0.2364311218261719
0,550,550,40,0.0005973367130055147,0.5959620475769043
0,525,525,31,0.0,3.025364875793457
0,511,511,42,0.0,0.07369017601013184
0,505,505,40,0.00014897396689967106,0.13698697090148926
0,500,500,8,114.70619583129884,0.0543210506439209
0,447,447,50,114.70619583129884,0.03648495674133302
0,450,450,50,114.70619583129884,0.019448041915893555
0,466,466,50,1.1569523912795046,0.0783379077911377
0,454,454,49,0.6069483655564328,0.07093286514282228
0,449,449,50,0.6069483655564328,0.03682899475097656
0,484,484,48,0.6069483655564328,0.028146028518676758
0,459,459,50,0.6940161522398604,0.07810521125793457
0,479,479,50,0.6987005094202553,0.10678911209106444
0,457,457,49,0.0,0.10944414138793944
0,457,457,48,2.3072892858627005,0.09857892990112303
0,449,449,49,2.3072892858627005,0.03288602828979492
