,"nfeatures","nmatches","ngoodmatches","reproj_error","ex_time"
0,342,342,12,"0,9211921692","0,2404649258"
0,370,370,12,0,"0,2390191555"
0,343,343,12,"0,1127189636","0,2371759415"
0,381,381,13,"0,2845328938","0,2602300644"
0,383,383,12,0,"0,2521491051"
0,561,561,14,"0,7727305094","0,284842968"
0,558,558,13,"0,3334007263","0,3162419796"
0,573,573,12,"1,2577562332","0,275796175"
0,587,587,13,"1,6550579071","0,2918250561"
0,588,588,12,"27,7326388889","0,292953968"
0,773,773,14,0,"0,3241319656"
0,726,726,13,"1,6817779541","0,3229792118"
0,736,736,14,"0,8751831055","0,3299849033"
0,734,734,14,"0,8446121216","0,3401360512"
0,764,764,13,0,"0,3292291164"
0,796,796,14,0,"0,5896430016"
0,788,788,14,"1,479801178","0,3449561596"
0,789,789,13,"1,0469159213","0,3346149921"
0,800,800,16,"1,6501197815","0,338424921"
0,803,803,13,"20,3199762198","0,518376112"
0,894,894,14,"1,4162979126","0,3754160404"
0,911,911,15,"0,9499530792","0,3748049736"
0,911,911,14,"0,2144775391","0,3694720268"
0,903,903,14,"4,1604884011","0,418307066"
0,920,920,13,"4,6777954102","0,4035329819"
0,965,965,14,"0,1281950814","0,40655303"
0,994,994,13,0,"0,4015200138"
0,998,998,15,"0,1032714844","0,4123079777"
0,1034,1034,13,"0,1558314237","0,41609478"
0,994,994,13,"4,3081707954","0,4074211121"
0,1099,1099,13,"0,3657616835","0,4445831776"
0,1065,1065,15,"0,1705818176","0,431604147"
0,1065,1065,14,"0,7554550171","0,4201540947"
0,1002,1002,14,"21,8582941691","0,4215362072"
0,1163,1163,14,"0,525320265","0,4616501331"
0,1146,1146,14,"0,5752588","0,4531331062"
0,1126,1126,13,0,"0,4533820152"
0,1127,1127,15,"1,020324707","0,4632380009"
0,1154,1154,13,"27,0440444946","0,4306528568"
0,1059,1059,14,0,"0,4360208511"
0,1084,1084,14,"0,9006926673","0,4249479771"
0,1075,1075,14,"1,7995361328","0,4232239723"
0,1045,1045,14,"1,0897289004","0,4224288464"
0,1038,1038,13,0,"0,3801059723"
0,899,899,13,0,"0,3684389591"
0,882,882,14,"0,552586989","0,3848268986"
0,943,943,14,"1,5936348438","0,382570982"
0,899,899,14,"0,9360285672","0,3856709003"
0,942,942,13,0,"0,3934900761"
0,1148,1148,14,"1,3942042131","0,9880452156"
0,1234,1234,15,"2,6377660578","0,48112607"
0,1154,1154,14,"1,0946960449","0,4668729305"
0,1179,1179,13,0,"0,4325039387"
0,1039,1039,15,"1,5329223633","0,4224088192"
0,1061,1061,15,"1,7404909134","0,4273011684"
0,1086,1086,14,"1,6037394206","0,4408590794"
0,1071,1071,14,"0,3524017334","0,4249060154"
0,1077,1077,12,0,"0,3164689541"
0,747,747,13,"1,0567302704","0,3262431622"
0,739,739,14,"1,1483043035","0,3356170654"
0,756,756,16,"0,8204641342","0,3302152157"
0,758,758,14,0,"0,3353900909"
0,772,772,10,0,"0,2900760174"
0,710,710,15,0,"0,3345720768"
0,736,736,13,"2,7338832508","0,3360991478"
0,708,708,12,"0,0127194722","0,316726923"
0,708,708,13,"2,7555084229","0,3410520554"
0,709,709,8,0,"0,2736589909"
0,541,541,11,"1,7124252319","0,2685921192"
0,511,511,13,0,"0,2935180664"
0,530,530,13,"2,207270813","0,283452034"
0,475,475,12,0,"0,227640152"
0,300,300,13,"0,138319397","0,2515940666"
0,277,277,13,"1,1554054847","0,2463259697"
0,269,269,13,"1,8048233032","0,2521541119"
0,272,272,14,"1,2064902566","0,2541821003"
0,301,301,10,"14,0658051173","0,2098741531"
0,141,141,12,"0,4556934039","0,2156338692"
0,129,129,12,"0,3408470154","0,2159669399"
0,129,129,12,"0,08228302","0,2166349888"
0,129,129,13,"0,6133926392","0,2255940437"
0,124,124,1,"0,6133926392","0,193212986"
0,114,114,11,"1,4878431048","0,2131769657"
0,98,98,12,"2,9551059723","0,2128529549"
0,118,118,12,"1,4589138031","0,2136828899"
0,119,119,11,"0,1923713684","0,2123930454"
0,130,130,12,"2,054611751","0,2085590363"
0,155,155,13,"1,5837532043","0,2281200886"
0,134,134,11,0,"0,2212049961"
0,175,175,12,"1,9535259671","0,2197289467"
0,180,180,13,"46,4936413765","0,3082220554"
0,196,196,14,"1,9251978738","0,2878739834"
0,177,177,13,"0,9322713216","0,2388110161"
0,189,189,15,0,"0,2582578659"
0,183,183,13,"0,9246864319","0,2465260029"
0,177,177,13,"45,7262897491","0,2256541252"
